2,168,False,-96600
51,180,False,-96900
76,178,False,-96900
100,177,False,-96900
125,173,False,-96900
150,169,False,-96800
176,164,False,-96800
199,160,False,-96800
224,155,False,-96800
249,152,False,-97200
275,150,False,-97200
298,148,False,-97200
323,146,False,-97200
347,140,False,-97300
373,137,False,-97300
397,135,False,-97300
422,137,False,-97300
446,133,False,-98200
473,127,False,-98200
496,122,False,-98200
521,48,False,-98200
546,45,False,-98800
575,45,False,-98800
596,0,False,-98800
621,0,False,-98800
646,0,False,-98600
671,0,False,-98600
695,0,False,-98600
719,0,False,-98600
744,0,False,-97500
770,0,True,-97500
816,0,True,-97500
840,0,True,-97100
866,0,True,-97100
890,0,True,-97100
915,0,False,-97100
940,0,False,-94900
965,0,False,-94900
989,0,False,-94900
1013,0,False,-94900
1038,0,False,-91800
1064,0,False,-91800
1088,0,False,-91800
1113,12,False,-91800
1141,57,True,-93300
1164,67,True,-93300
1188,66,True,-93300
1213,32,True,-93300
1238,32,True,-95800
1264,30,False,-95800
1288,0,False,-95800
1313,0,False,-95800
1338,0,False,-96600
1364,0,False,-96600
1388,0,False,-96600
1413,0,False,-96600
1438,95,True,-106500
1464,106,True,-106500
1487,100,True,-106500
1512,97,True,-106500
1536,92,True,-126900
1562,88,False,-126900
1586,86,False,-126900
1611,85,False,-126900
1636,117,False,-143500
1665,118,False,-143500
1686,119,False,-143500
1710,152,False,-143500
1735,153,False,-152200
1761,152,False,-152200
1785,153,False,-152200
1810,152,False,-158500
1836,150,False,-158500
1859,146,False,-158500
1884,143,False,-158500
1909,140,False,-159700
1935,138,False,-159700
1959,138,False,-159700
1984,137,False,-159700
2031,138,False,-159000
2061,139,False,-159000
2084,140,False,-159000
2109,140,False,-159200
2136,101,False,-159200
2160,100,False,-159200
2185,100,False,-159200
2210,74,False,-158900
2238,75,False,-158900
2259,76,False,-158900
2283,144,False,-158900
2309,146,False,-158300
2335,150,False,-158300
2359,81,False,-158300
2384,83,True,-158300
2409,84,True,-155300
2434,138,True,-155300
2458,93,True,-155300
2483,94,True,-155300
2508,113,True,-150300
2534,57,True,-150300
2558,55,True,-150300
2583,55,True,-150300
2608,50,True,-148100
2634,50,True,-148100
2658,50,True,-148100
2682,46,True,-148100
2707,46,True,-147700
2733,45,True,-147700
2760,41,True,-147700
2782,41,True,-147700
2807,41,True,-147700
2833,41,True,-147700
2856,46,True,-147700
2882,52,True,-147700
2906,0,True,-147000
2933,0,True,-147000
2956,0,False,-147000
2981,0,False,-147000
3006,0,False,-131900
3032,0,False,-131900
3056,0,False,-131900
3080,0,False,-131900
3105,0,False,-110800
3131,0,False,-110800
3155,0,False,-110800
3179,0,False,-110800
3226,88,False,-98400
3251,92,False,-98400
3275,102,False,-98400
3300,113,True,-97100
3328,110,True,-97100
3349,108,True,-97100
3374,104,True,-97100
3399,102,True,-96300
3425,98,True,-96300
3449,95,True,-96300
3474,88,True,-96300
3499,85,True,-93000
3525,75,True,-93000
3549,72,True,-93000
3574,64,False,-91400
3600,68,False,-91400
3624,67,False,-91400
3649,61,False,-91400
3674,58,False,-88600
3700,56,False,-88600
3723,55,False,-88600
3748,58,False,-88600
3773,41,False,-89400
3799,41,False,-89400
3823,43,False,-89400
3848,27,False,-89400
3875,23,False,-88800
3898,23,False,-88800
3922,42,False,-88800
3947,40,False,-88800
3972,48,False,-89800
3998,46,False,-89800
4021,44,False,-89800
4046,39,False,-89800
4071,39,False,-90200
4097,41,False,-90200
4121,41,False,-90200
4146,57,False,-90200
4170,61,False,-88400
4196,64,False,-88400
4220,73,False,-88400
4245,87,False,-88400
4270,105,False,-86200
4296,113,False,-86200
4320,119,False,-86200
4345,123,False,-86200
4370,126,True,-91800
4399,129,True,-91800
4442,123,True,-91800
4467,114,True,-91100
4492,110,True,-91100
4516,115,True,-91100
4541,117,True,-91100
4566,119,False,-91700
4592,118,False,-91700
4615,118,False,-91700
4640,123,False,-91700
4664,132,False,-92800
4691,135,False,-92800
4714,142,False,-92800
4738,145,False,-92800
4763,156,False,-93000
4789,156,False,-93000
4813,156,False,-93000
4837,155,False,-93000
4862,154,False,-101700
4888,149,False,-101700
4912,144,False,-101700
4937,139,False,-101700
4965,135,False,-103500
4988,133,False,-103500
5012,132,False,-103500
5037,128,False,-103500
5062,127,False,-102000
5087,110,False,-102000
5111,106,False,-102000
5137,104,True,-102000
5162,100,True,-108200
5188,101,True,-108200
5212,101,True,-108200
5237,100,True,-112300
5263,99,True,-112300
5287,100,True,-112300
5311,98,True,-112300
5336,98,True,-111900
5362,98,True,-111900
5385,98,True,-111900
5410,97,True,-111900
5435,98,True,-109900
5461,122,True,-109900
5489,127,False,-109900
5510,127,False,-109900
5535,127,False,-101900
5583,119,False,-101900
5606,113,False,-101900
5632,104,False,-91900
5658,100,False,-91900
5682,99,False,-91900
5706,97,False,-91900
5732,95,False,-87200
5757,94,False,-87200
5781,93,False,-87200
5807,91,False,-87200
5831,93,False,-87600
5857,97,False,-87600
5881,103,False,-87600
5906,103,False,-87600
5931,101,False,-89500
5957,101,False,-89500
5981,101,False,-89500
6006,100,False,-89500
6031,98,False,-89800
6060,96,False,-89800
6080,99,False,-89800
6105,102,False,-89800
6130,104,False,-89400
